views_int,views,ai_comment_mentions,comments_scanned,comments,norwegian_score,title,channel,channel_country,default_language,default_audio_language,url,duration,upload_date,found_by_queries,norwegian_reasons,norwegian_markers_found,ai_markers_in_metadata,subscribers,channel_video_count,comment_scan_error,ai_comment_texts
1657867,1657867,4,895,1209,15,Synne E. Mæland | Helvegen (Wardruna) | Blind auditions | The Voice Norway 2025,The Voice Norway,NO,no,en-US,https://www.youtube.com/shorts/w3i1FMNaYqM,2:12,2025-01-10T21:00:48Z,Norge; Norway,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,norge; og; å; æ; ø,,386000,1392,,"Incroyable . Je connais cette chanson depuis de nombreuses années ;je n'ai jamais eu autant de frissons que sur cette version . Quelle voix || Ai, det var mye autotune :O || Plus belle voix sur helvètes que j'ai entendu  bien coool😊😊 || J'ai entendu beaucoup de version de ce chant ,mais cette voix, et vraiment  magnifique et vraiment  tout à fait en convergence avec cette chanson, je pense  qu elle devrait sortir un enregistrement de celui ci.bravo 👍👍👍"
1572726,1572726,4,1343,1825,6,The Perfect Nordic Flag #nordics #funny #flag #norway #sweden #denmark #iceland,Ólafur Waage,NO,en,en,https://www.youtube.com/shorts/MX_6Hgeg5lY,0:47,2024-07-07T17:45:55Z,Norge,channel_country=NO; found by broad Norway/Norwegian seed query,,,276000,403,,"Aha.Haa! Almost got me😂
<<<----- I think the perfect Nordic flag would consist of the primary pigment colors red, yellow, blue + white to create contrast. Those colors are spread among all them nordics. Sweden and Åland have yellow you know😁Too bad Sweden, Finland, Denmark choose to join EU slop EU hinders a nordic confederation or union. Sweden doing the bonkers thing to ditch the Krona instead doing what Denmark did. Conbect the Danish Krona to the Euro. The political apes here in Norway also want to ditch the NKrona because why not🤪 Never join EU, Iceland. Stand steadfast and proud! || Åland just entered the chat: Wtf we have the perfect flagg! || ""Gonna"" = pig slop. When foreigners employ this slur, they do not show mastery of the language, as they imagine. Instead, they insult us with our own worst verbal puke. || Ask ChatGPT to make it!!!"
1528005,1528005,1,101,166,6,"Kjartan Lauritzen, Astrid S - Friskis (Hver gang vi møtes 2025)",Kjartan Lauritzen,,no,,https://www.youtube.com/shorts/dLSXt6DmrLc,2:56,2025-02-16T07:00:26Z,norsk; norske,defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,ø,,6720,35,,STORAMAR ER FAKE🖕🏻🖕🏻🖕🏻
1399343,1399343,0,523,736,14,Oda Jonetta Joberg | Songbird (Fleetwood Mac) | Blind Auditions | The Voice Norway 2025,The Voice Norway,NO,no,en-US,https://www.youtube.com/shorts/PsBSt1qxJVQ,2:04,2025-02-21T21:00:31Z,Norge; Norway,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,norge; og; å; ø,,386000,1392,,
1386770,1386770,4,733,1063,14,Lavrans Svendsen | I Lost a Friend (FINNEAS) | FINALE | The Voice Norway 2024,The Voice Norway,NO,no,en-US,https://www.youtube.com/shorts/NCV1hsZsfOc,2:25,2024-06-01T14:32:48Z,Norge,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,norge; og; å; ø,,386000,1392,,"Je suis tombée par hasard sur ce jeune chanteur talentueux et il ressemble comme deux gouttes d'eau à mon personnage que j'ai créé il y a + de 40 ans dans une histoire que j'ai fini par l'écrire en ce début d'année afin d'en faire un livre qui sera bientôt édité. J'en suis déjà à mon 2ème livre en cours d'écriture. Si je pouvais le faire en film, ce serait ce jeune garçon que je prendrais sans hésiter. Le hasard n'est jamais un hasard, tout vient sur notre chemin pour une raison... || Juri is fake. || J aime bien son interpretation, amazing . j ai pense qu il  va gagner le premier prix , mais non. En gros il st deja un artiste avec sa voix profonde. Chapeau || No sé quién sea pero me la he pasado viendo sus videos, y cada vez que lo veo me recuerda a Aquiles🥹🥹"
1377784,1377784,1,409,511,14,Andrea Bredesen Holm | Her (Anne-Marie) | Blind auditions | The Voice Norway 2025,The Voice Norway,NO,no,en-US,https://www.youtube.com/shorts/BuG7DYyOX9M,2:11,2025-01-11T10:29:36Z,Norge; Norway,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,norge; og; å; ø,,386000,1392,,Norway best singers by far.  The reason I love this show is that they don't pump in fake applause to the point you can't get to hear the vocals
1374413,1374413,2,482,613,5,Trying Erling Haaland’s favourite food 👀🇳🇴 @erling #haaland #oslo #norway,Pushpek Sidhu,CA,no,en-CA,https://www.youtube.com/shorts/z8eS9rnvZB0,1:00,2026-05-22T14:09:09Z,Norge; Norway,defaultLanguage=no; found by broad Norway/Norwegian seed query,,,3870000,2840,,Ai getting crazy these days || AI
1287586,1287586,0,135,162,10,Vi ska på konfirmation i Norge 🇳🇴 #konfirmation  #norge,Ida Halonen Bomban,SE,no,,https://www.youtube.com/shorts/2dnGaLina-I,0:11,2025-06-03T04:30:03Z,Norge; norske,defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,det; med; norge; på; å,,25600,506,,
1276617,1276617,7,332,387,10,🇳🇴 Norway’s INCREDIBLE Viking Chant is Epic! ⚔️🌍 FIFA World Cup 2026 #wow #norway #viking #fwc26,FT Sports Football,GB,no,en,https://www.youtube.com/shorts/ulnh_QseOls,0:16,2026-06-07T15:00:08Z,Norge; norsk; norske,defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,den; der; det; dette; du; hva; med; norge; norsk; norske; og; på; til; å; æ; ø,,3220,235,,Ai || Team fake || Ai || Nice ai || AI if ever seen it there’s about 100 odegards in the crowd 😂😂😂 || Ai || Seen it all a Pakistani/Indian on a fake Norwegian viking ship
1275601,1275601,0,0,0,19,Velg norsk korn | brodogkorn.no,Opplysningskontoret for brød og korn,NO,no,no,https://www.youtube.com/shorts/vTemPneXhEw,0:43,2026-04-07T10:11:07Z,norsk,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,det; du; hvordan; med; norge; norsk; og; på; til; velkommen; å; ø,,416,81,,
1192377,1192377,0,482,660,13,"Inger Lise og Sandra | Tell Him (Barbra Streisand, Céline Dion) | Battles | The Voice Norway 2024",The Voice Norway,NO,no,en-US,https://www.youtube.com/shorts/ue7qp6lkRQI,2:43,2024-03-08T21:00:33Z,Norge,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,norge; og; ø,,386000,1392,,
1139781,1139781,1,90,157,3,This Norwegian Skier Literally Sprinted Uphill In Skis To Win Gold At The Olympics,Almost,TW,en,en,https://www.youtube.com/shorts/TZUP2S_3SrQ,0:04,2026-02-12T14:40:07Z,norsk,Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,æ; ø,,35800,2608,,I keep watching hoping to see a sixth finger or second neck so i can call “bullshit its ai”
1077165,1077165,0,407,507,14,Inger Lise Hope | Goodbye Yellow Brick Road (Elton John) | | Knockout | The Voice Norway 2024,The Voice Norway,NO,no,en-US,https://www.youtube.com/shorts/twmdPutsTNU,2:18,2024-04-12T20:00:30Z,Norge,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,norge; og; å; ø,,386000,1392,,
1047989,1047989,2,217,313,14,Mikael Johansen | Where's My Love (SYML) | Blind auditions | The Voice Norway 2025,The Voice Norway,NO,no,en-US,https://www.youtube.com/shorts/bBIKcMGmKR4,2:03,2025-01-24T21:00:27Z,Norge; Norway,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,norge; og; å; ø,,386000,1392,,Over / under if the judges braids are fake || Is it ai?
1006364,1006364,0,269,393,14,Ingeborg Ruud  | Sign Of The Times (Harry Styles) | Knockout | The Voice Norway 2025,The Voice Norway,NO,no,en-US,https://www.youtube.com/shorts/kaAk8TwbrtY,2:27,2025-03-28T21:00:40Z,Norge,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,norge; og; å; ø,,386000,1392,,
975725,975725,1,244,346,14,Olivia Gnananantham Husabø | Not About Angels (Birdy) | Knockout | The Voice Norway 2025,The Voice Norway,NO,no,en-US,https://www.youtube.com/shorts/BbOa_dCjpXA,2:07,2025-04-04T20:00:06Z,Norge; Norway,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,norge; og; å; ø,,386000,1392,,The saddest part of all this Beautiful Talented Voices is that this is the first and the last time when the world will listen about them. Is only marketing selling fake dreams.
875103,875103,2,47,91,3,Gold again for Team Norway! 🇳🇴🔥,Olympics,,en,en,https://www.youtube.com/shorts/oes-o-NBRCc,0:29,2026-02-15T13:47:55Z,Norge,Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,æ; ø,,16600000,21042,,"Unreal, this must be fake. || Another Gold for the fake Asthma users."
874644,874644,0,16,35,6,Trying odd Norwegian traditional food: sheep's head! | Visit Norway,Visit Norway,NO,en,en,https://www.youtube.com/shorts/YyxAr154mZ4,1:00,2024-06-20T13:47:38Z,norsk,channel_country=NO; found by broad Norway/Norwegian seed query,,,50400,625,,
862553,862553,1,421,745,6,Norwegian Counties #nordics #funny #nordic #norway #language,Ólafur Waage,NO,en,en,https://www.youtube.com/shorts/-iHGYSgOiPo,0:42,2024-02-25T18:46:23Z,norsk,channel_country=NO; found by broad Norway/Norwegian seed query,,,276000,403,,"Odin, Thor and Tyr left the chat"
750081,750081,2,220,328,3,How to Impress Norwegians 🇳🇴 #podcast,Bellied Up Pod,US,en,en-US,https://www.youtube.com/shorts/UvTCJ0uZUso,1:00,2024-02-15T15:25:02Z,norsk,Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,ikke; norsk,,263000,621,,Fake caller. He’s from the UP || The fake beer prompted me to keep scrolling.
749487,749487,0,398,518,14,Elisabeth Nygård-Pearson| River (Joni Mitchell) | Blind auditions | The Voice Norway 2025,The Voice Norway,NO,no,en-US,https://www.youtube.com/shorts/u5F5ZId5q9M,2:09,2025-01-17T21:00:44Z,Norge; Norway,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,norge; og; å; ø,,386000,1392,,
746625,746625,1,156,217,14,Nathalie vs. Olivia | Hopelessly Devoted To You(Olivia Newton-John)| Battles | The Voice Norway 2025,The Voice Norway,NO,no,en-US,https://www.youtube.com/shorts/-kphypAJwpk,2:52,2025-03-07T21:00:00Z,Norge,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,norge; og; å; ø,,386000,1392,,there voices so beautiful but it would be good if they did just turn off the autotune it s making there voices feel so fake and not  organic i meen there voices are really good you can tell but that lettel thing its just not odd not giving to there preformence
719169,719169,0,0,0,13,Musikkvideo fra: Descendants: The Rise of Red | Disney Channel Norge,Disney Channel Norge,NO,da,no,https://www.youtube.com/shorts/L5OHRP4eiVA,2:28,2024-10-16T13:45:09Z,Norge,channel_country=NO; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,norge; til; velkommen,,141000,1410,"YouTube API error 403: {
  ""error"": {
    ""code"": 403,
    ""message"": ""The video identified by the \u003ccode\u003e\u003ca href=\""/youtube/v3/docs/commentThreads/list#videoId\""\u003evideoId\u003c/a\u003e\u003c/code\u003e parameter has disabled comments."",
    ""errors"": [
      {
        ""message"": """,
709583,709583,1,300,461,15,Inger Lise Hope | Never Enough (Loren Allred) | LIVE | The Voice Norway 2024,The Voice Norway,NO,no,en-US,https://www.youtube.com/shorts/66yNjJSyTJQ,2:31,2024-04-27T10:21:55Z,Norge,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,norge; og; å; æ; ø,,386000,1392,,"Cara Lise lasciami dire che non sei seconda a nessuno, che sai trasmettere emozioni incredibili e che vorrei, artisticamente parlando, che il mondo fosse ai tuoi piedi.
Son certo che anche Loren, ascoltandoti, sentirà salire dentro di lei i brividi.
Un abbraccione one one. 
(luciano)"
683500,683500,0,299,432,14,Oda Jonetta Joberg | Strong (London Grammer) | LIVE | The Voice Norway 2025,The Voice Norway,NO,no,en-US,https://www.youtube.com/shorts/7Ve3XFPLU_U,2:27,2025-05-18T13:02:26Z,Norge,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,norge; og; å; ø,,386000,1392,,
683295,683295,0,137,192,14,Even  og Nola | Let It Go (James Bay) | Battles | The Voice Norway 2024,The Voice Norway,NO,no,en-US,https://www.youtube.com/shorts/xUaAzsY449E,2:32,2024-03-22T21:00:39Z,Norge; Norway,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,norge; og; æ; ø,,386000,1392,,
639439,639439,0,24,32,3,Norway Map 🇸🇯 | Norway country Population 5.6 million (2025) est. / #norway #map #location #history,Entertainment Travel ,IN,en-IN,en-IN,https://www.youtube.com/shorts/QVGWX-fREog,0:19,2025-08-13T15:22:33Z,Norge,Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,å; ø,,26000,932,,
597994,597994,1,206,244,15,Andrea Bredesen Holm  | Stein På Stein (Arne Hurlen) | Knockout | The Voice Norway 2025,The Voice Norway,NO,no,en-US,https://www.youtube.com/shorts/oUEY3BMFpms,2:13,2025-04-11T20:00:39Z,Norway,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,norge; og; på; å; ø,,386000,1392,,"Français (texte original – écrit par une personne francophone de Suisse romande)**

*Sa voix est d'une beauté exceptionnelle, elle mérite d'être en finale et surtout d'être plus connue. Elle a une de ces voix qu'on n'a pas envie de quitter.*

> *Traduction réalisée avec l’aide de ChatGPT.*

---

 *English (translation by a French-speaking person from French-speaking Switzerland)**

*Her voice is exceptionally beautiful; she deserves to be in the final and, most importantly, to be more widely known. She has one of those voices you just don’t want to stop listening to.*

 *Translation made with the help of ChatGPT.*

---

*Norsk (oversatt av en fransktalende person fra den fransktalende delen av Sveits)*

*Stemmen hennes er usedvanlig vakker, hun fortjener å være i finalen og, enda viktigere, å bli mer kjent. Hun har en slik stemme man bare ikke vil slutte å høre på.*

 *Oversatt med hjelp av ChatGPT.*"
